name,kind,width,bp,workloads,policy,cycles,sim_seconds,host_seconds,threads,insts_total,ops_total,insts_t0,ipc_t0,insts_t1,ipc_t1,insts_t2,ipc_t2,insts_t3,ipc_t3,ipc,cpi,ipc_gem5,idle_cycles,cond_predicted,cond_incorrect,cond_mispred_rate,bp_lookups,bp_mispredicted,btb_hits,btb_lookups,commit_branch_mispredicts,mpki,squashed_commit,squashed_decode,squashed_rename,squashed_execute,fetched_insts,rob_full,iq_full,lq_full,sq_full,iew_iq_full,iew_lsq_full,rob_reads,rob_writes,fu_busy_rate,issue_rate,lq_avg_occ,sq_avg_occ,rename_int_lookups,rename_fp_lookups,dcache_misses,dcache_miss_rate,icache_misses,l2_misses,l2_miss_rate,mix_IntAlu,mix_IntMult,mix_IntDiv,mix_FloatAdd,mix_FloatCmp,mix_FloatCvt,mix_FloatMult,mix_FloatMultAcc,mix_FloatDiv,mix_SimdFloatAdd,mix_SimdFloatMult,mix_SimdFloatMultAcc,mix_SimdAlu,mix_SimdMisc,mix_MemRead,mix_MemWrite,mix_FloatMemRead,mix_FloatMemWrite,mix_No_OpClass,program_output
bp_tournament_w4_int_alu,bp,4,tournament,int_alu,,1365844,0.000683,4.6,1,3703879,3857012,3703879,2.7118,,,,,,,2.7118,0.3688,2.711788,6078,51260,200,0.0039,51698,200,50897,51698,184,0.05,3965,232,0,218,3707694,150011,43820,0,662,5,0,4418743,7723116,0.0,2.82596,0.0,0.0,7413725,44,79,0.054558,155,167,1.0,3855718,17,0,0,0,0,0,0,0,0,0,0,4,0,584,658,10,16,5,int_alu: n=50000 checksum=da8cf086078afda2
pv_demo_w1_dep_chain,trace,1,tournament,dep_chain,,21793,1.1e-05,0.28,1,4032,7250,4032,0.185,,,,,,,0.185,5.405,0.185014,7618,817,212,0.2595,1073,212,555,1073,168,41.667,717,60,0,69,5224,6,0,0,732,0,0,14080,16687,0.0,0.357959,0.07,0.13,9923,28,73,0.05497,112,152,1.0,5949,41,0,0,0,0,0,0,0,0,0,0,4,0,582,644,10,16,4,dep_chain: n=30 checksum=a3a59c19cfe20f42
pv_demo_w1_int_alu,trace,1,tournament,int_alu,,24339,1.2e-05,0.33,1,5976,9089,5976,0.2455,,,,,,,0.2455,4.0728,0.245532,7429,788,210,0.2665,1061,210,538,1061,167,27.945,747,59,0,68,7137,7,0,0,494,0,0,16817,20453,0.0,0.397099,0.06,0.12,13730,30,69,0.051997,116,159,1.0,7818,11,0,0,0,0,0,0,0,0,0,0,4,0,577,648,10,16,5,int_alu: n=30 checksum=c0a128d92e7b9e8a
pv_demo_w4_dep_chain,trace,4,tournament,dep_chain,,15251,8e-06,0.38,1,4032,7250,4032,0.2644,,,,,,,0.2644,3.7825,0.264376,5896,1263,198,0.1568,1660,198,882,1660,177,43.899,3526,250,0,222,7602,21,98,0,773,1,2,18157,22567,0.0,0.637073,0.04,0.11,13589,54,79,0.056068,155,159,1.0,5949,41,0,0,0,0,0,0,0,0,0,0,4,0,582,644,10,16,4,dep_chain: n=30 checksum=a3a59c19cfe20f42
pv_demo_w4_int_alu,trace,4,tournament,int_alu,,17089,9e-06,0.4,1,5976,9089,5976,0.3497,,,,,,,0.3497,2.8596,0.349699,6606,1243,196,0.1577,1675,196,895,1675,180,30.12,3928,232,0,214,9762,104,101,0,662,3,0,21050,27185,0.0,0.694248,0.04,0.1,17786,44,79,0.055168,155,167,1.0,7818,11,0,0,0,0,0,0,0,0,0,0,4,0,577,648,10,16,5,int_alu: n=30 checksum=c0a128d92e7b9e8a
pv_w1_branchy,other,0,,,,10374131,0.005187,16.4,1,3892612,7918953,3892612,0.3752,,,,,,,0.3752,2.6651,0.375223,7202,673457,155436,0.2308,841721,155436,824630,841721,155387,39.918,462682,66,0,64055,4422365,20,0,0,43388,0,0,10366839,17225983,0.0,0.796487,0.04,0.03,10668069,28,2483,0.003672,117,1198,0.467057,7226525,16404,0,0,0,0,0,0,0,0,0,0,4,0,493767,182220,10,16,7,branchy: passes=20 checksum=0000a07e9043b778 hist=165100
pv_w1_bsort,other,0,,,,5037165,0.002519,11.35,1,2581636,4520690,2581636,0.5125,,,,,,,0.5125,1.9512,0.512518,9380,692673,35219,0.0508,874446,35219,871314,874446,35150,13.615,160615,85,0,104,2863157,11,1,0,2390,0,0,5027643,9523256,0.0,0.91836,0.07,0.1,5593898,30,131,0.000205,147,242,1.0,3881270,815,7,0,0,0,0,0,0,0,0,0,4,0,321966,316595,10,16,7,bsort: n=800 sorted=1 checksum=9facde812add0c98
pv_w1_dep_chain,other,0,,,,8021884,0.004011,12.88,1,4003955,6507171,4003955,0.4991,,,,,,,0.4991,2.0035,0.499129,7331,500821,216,0.0004,501081,216,500541,501081,172,0.043,730,59,0,71,4005170,6,0,0,696,0,0,8014458,13016568,0.0,0.811248,0.0,0.0,9509785,28,73,0.054154,112,151,1.0,6005870,500019,0,0,0,0,0,0,0,0,0,0,4,0,591,657,10,16,4,dep_chain: n=500000 checksum=cc679c89b22ae8b9
pv_w1_fp_matmul,other,0,,,,6295875,0.003148,13.42,1,3268564,6031055,3268564,0.5192,,,,,,,0.5192,1.9262,0.51916,6848,468657,9742,0.0208,468932,9742,468392,468932,9699,2.967,66237,59,0,9504,3355648,6,0,0,57164,0,0,6288934,12260855,0.0,0.963992,0.24,0.17,5710793,3232705,935,0.000677,112,1014,0.999015,3287868,4626,0,451588,0,0,0,0,0,449280,442369,0,9222,4609,568,19072,896271,446992,9373,fp_matmul: reps=4 checksum=287734899
pv_w1_int_alu,other,0,,,,4271922,0.002136,6.24,1,3703879,3857012,3703879,0.867,,,,,,,0.867,1.1534,0.867029,7709,50788,214,0.0042,51065,214,50525,51065,172,0.046,781,59,0,70,3705087,7,0,0,517,0,0,4264118,7716403,0.0,0.903016,0.0,0.0,7409647,30,69,0.051416,115,159,1.0,3855718,17,0,0,0,0,0,0,0,0,0,0,4,0,584,658,10,16,5,int_alu: n=50000 checksum=da8cf086078afda2
pv_w1_mem_chase,other,0,,,,16142730,0.008071,14.97,1,4349775,7874635,4349775,0.2695,,,,,,,0.2695,3.7112,0.269457,8912,826628,230,0.0003,826941,230,826367,826941,170,0.039,3353,75,0,586,4362320,299882,0,0,1496978,0,0,16127034,15759359,0.0,0.488424,0.32,0.22,8412958,28,332730,0.402971,132,54777,0.164579,7048984,23,0,0,0,0,0,0,0,0,0,0,4,0,300606,524985,10,16,7,mem_chase: hops=300000 final=168928
pv_w1_mem_stream,other,0,,,,31054826,0.015527,25.17,1,6819943,14163483,6819943,0.2196,,,,,,,0.2196,4.5535,0.21961,8817,1577828,241,0.0002,1578146,241,1577539,1578146,184,0.027,12051,73,0,1108,6846940,131082,1,0,4526836,0,0,31032558,28363160,0.0,0.456892,0.31,0.24,16295138,35,589915,0.374713,132,196802,1.0,12589225,9,0,0,0,0,0,0,0,0,0,0,4,0,1049217,524975,18,24,11,mem_stream: passes=2 checksum=8dd97a8432780000
pv_w2_branchy,other,0,,,,6656082,0.003328,16.17,1,3892612,7918953,3892612,0.5848,,,,,,,0.5848,1.7099,0.58482,7041,692942,155430,0.2243,938331,155430,920240,938331,155392,39.92,1067086,125,0,223859,4892542,62,8,0,49027,1,0,11501566,18543333,0.0,1.30956,0.04,0.04,11454570,34,3218,0.004756,135,1202,0.467704,7226525,16404,0,0,0,0,0,0,0,0,0,0,4,0,493767,182220,10,16,7,branchy: passes=20 checksum=0000a07e9043b778 hist=165100
pv_w2_bsort,other,0,,,,2888830,0.001444,10.67,1,2581636,4520690,2581636,0.8937,,,,,,,0.8937,1.119,0.893661,9259,736166,35295,0.0479,932189,35295,928918,932189,35235,13.648,367259,175,0,7538,3044868,27,18,0,2814,2,90,5496054,9966618,0.0,1.648097,0.05,0.08,5921008,39,145,0.000227,161,247,1.0,3881270,815,7,0,0,0,0,0,0,0,0,0,4,0,321966,316595,10,16,7,bsort: n=800 sorted=1 checksum=9facde812add0c98
pv_w2_dep_chain,other,0,,,,5017991,0.002509,11.9,1,4003955,6507171,4003955,0.7979,,,,,,,0.7979,1.2533,0.79792,6918,500935,210,0.0004,501243,210,500640,501243,174,0.043,1544,117,0,169,4005934,16,10,0,680,1,0,9515866,13018284,0.0,1.296996,0.0,0.0,9510902,33,81,0.059911,125,155,1.0,6005870,500019,0,0,0,0,0,0,0,0,0,0,4,0,591,657,10,16,4,dep_chain: n=500000 checksum=cc679c89b22ae8b9
pv_w2_fp_matmul,other,0,,,,3458890,0.001729,12.53,1,3268564,6031055,3268564,0.945,,,,,,,0.945,1.0582,0.944975,6404,469169,9738,0.0208,469484,9738,468887,469484,9704,2.969,96571,118,0,676,3366393,20,8,0,68320,1,0,6748712,12303753,0.0,1.760484,0.12,0.13,5751148,3234330,941,0.000681,125,1020,0.999021,3287868,4626,0,451588,0,0,0,0,0,449280,442369,0,9222,4609,568,19072,896271,446992,9373,fp_matmul: reps=4 checksum=287734899
pv_w2_int_alu,other,0,,,,2317855,0.001159,5.35,1,3703879,3857012,3703879,1.598,,,,,,,1.598,0.6258,1.597977,6639,50916,206,0.004,51255,206,50644,51255,176,0.048,1777,123,0,160,3706011,17,20,0,569,2,0,4616104,7718553,0.0,1.664601,0.0,0.0,7411012,37,73,0.053519,131,163,1.0,3855718,17,0,0,0,0,0,0,0,0,0,0,4,0,584,658,10,16,5,int_alu: n=50000 checksum=da8cf086078afda2
pv_w2_mem_chase,other,0,,,,13973083,0.006987,12.93,1,4349775,7874635,4349775,0.3113,,,,,,,0.3113,3.2124,0.311297,7233,829330,221,0.0003,829706,221,829049,829706,174,0.04,29405,158,0,1178,4375546,299923,13,0,2193664,3,105,18159427,15822869,0.0,0.56651,0.38,0.3,8449595,28,332734,0.402973,144,54780,0.164587,7048984,23,0,0,0,0,0,0,0,0,0,0,4,0,300606,524985,10,16,7,mem_chase: hops=300000 final=168928
pv_w2_mem_stream,other,0,,,,26320324,0.01316,25.76,1,6819943,14163483,6819943,0.2591,,,,,,,0.2591,3.8593,0.259113,8051,1585129,234,0.0001,1585506,234,1584820,1585506,189,0.028,67212,147,0,191,6880610,328713,12,0,6478989,2,0,33685909,28495098,0.0,0.540659,0.3,0.34,16346555,42,1114195,0.707733,146,196808,1.0,12589225,9,0,0,0,0,0,0,0,0,0,0,4,0,1049217,524975,18,24,11,mem_stream: passes=2 checksum=8dd97a8432780000
pv_w4_branchy,other,0,,,,5060608,0.00253,16.28,1,3892612,7918953,3892612,0.7692,,,,,,,0.7692,1.3001,0.769198,5545,986842,155507,0.1576,1247091,155507,1221517,1247091,155486,39.944,2253739,263,0,266252,6069557,64,1099,0,97916,1,2,13342924,20970840,0.0,1.908934,0.03,0.04,13879667,89,3871,0.005089,166,1202,0.467522,7226525,16404,0,0,0,0,0,0,0,0,0,0,4,0,493767,182220,10,16,7,branchy: passes=20 checksum=0000a07e9043b778 hist=165100
pv_w4_bsort,other,0,,,,1875401,0.000938,7.93,1,2581636,4520690,2581636,1.3766,,,,,,,1.3766,0.7264,1.376578,7837,888567,35597,0.0401,1123160,35597,1119551,1123160,35631,13.802,950613,351,0,54868,3649552,27,37,0,4680,1,0,6284405,11194668,0.0,2.785421,0.05,0.08,6768193,54,155,0.00023,197,253,1.0,3881270,815,7,0,0,0,0,0,0,0,0,0,4,0,321966,316595,10,16,7,bsort: n=800 sorted=1 checksum=9facde812add0c98
pv_w4_dep_chain,other,0,,,,4515074,0.002258,9.82,1,4003955,6507171,4003955,0.8868,,,,,,,0.8868,1.1277,0.886797,5839,501280,202,0.0004,501686,202,500878,501686,181,0.045,3575,254,0,225,4007550,21,1624965,0,773,2,2,10517978,13022519,0.0,1.441768,0.0,0.0,9513467,54,78,0.05466,156,159,1.0,6005870,500019,0,0,0,0,0,0,0,0,0,0,4,0,591,657,10,16,4,dep_chain: n=500000 checksum=cc679c89b22ae8b9
pv_w4_fp_matmul,other,0,,,,2242507,0.001121,10.35,1,3268564,6031055,3268564,1.4575,,,,,,,1.4575,0.6861,1.457549,5207,496984,9728,0.0196,497403,9728,496630,497403,9705,2.969,108704,234,0,28411,3535038,138077,34,0,70336,1,30631,7245343,12309286,0.0,2.716242,0.46,0.31,5773727,3234877,940,0.000685,150,1021,0.999022,3287868,4626,0,451588,0,0,0,0,0,449280,442369,0,9222,4609,568,19072,896271,446992,9373,fp_matmul: reps=4 checksum=287734899
pv_w4_int_alu,other,0,,,,1365844,0.000683,5.53,1,3703879,3857012,3703879,2.7118,,,,,,,2.7118,0.3688,2.711788,6078,51260,200,0.0039,51698,200,50897,51698,184,0.05,3965,232,0,218,3707694,150011,43820,0,662,5,0,4418743,7723116,0.0,2.82596,0.0,0.0,7413725,44,79,0.054558,155,167,1.0,3855718,17,0,0,0,0,0,0,0,0,0,0,4,0,584,658,10,16,5,int_alu: n=50000 checksum=da8cf086078afda2
pv_w4_mem_chase,other,0,,,,13959295,0.00698,13.88,1,4349775,7874635,4349775,0.3116,,,,,,,0.3116,3.2092,0.311604,6780,833246,215,0.0003,833744,215,832883,833744,181,0.042,69455,319,0,236,4401823,375491,47,0,3528000,2,0,20322792,15905706,0.0,0.569011,0.37,0.35,8476874,44,332738,0.402931,164,54784,0.164597,7048984,23,0,0,0,0,0,0,0,0,0,0,4,0,300606,524985,10,16,7,mem_chase: hops=300000 final=168928
pv_w4_mem_stream,other,0,,,,18161581,0.009081,22.17,1,6819943,14163483,6819943,0.3755,,,,,,,0.3755,2.663,0.375515,7671,1592618,223,0.0001,1593092,223,1592245,1593092,195,0.029,134785,302,0,278,6916028,132723,46,0,6916688,1,0,29664925,28630407,0.0,0.787229,0.21,0.5,16427972,69,1105440,0.702134,174,196812,1.0,12589225,9,0,0,0,0,0,0,0,0,0,0,4,0,1049217,524975,18,24,11,mem_stream: passes=2 checksum=8dd97a8432780000
pv_w8_branchy,other,0,,,,4246971,0.002123,17.32,1,3892612,7918953,3892612,0.9166,,,,,,,0.9166,1.091,0.916562,4891,1128195,155409,0.1378,1465315,155409,1435982,1465315,155406,39.923,4600536,445,0,299003,7281286,51,288,0,118172,2,5,15693315,25658812,0.022991,2.665145,0.03,0.05,16507233,138,4327,0.005082,179,1204,0.468118,7226525,16404,0,0,0,0,0,0,0,0,0,0,4,0,493767,182220,10,16,7,branchy: passes=20 checksum=0000a07e9043b778 hist=165100
pv_w8_bsort,other,0,,,,1737042,0.000869,12.71,1,2581636,4520690,2581636,1.4862,,,,,,,1.4862,0.6728,1.486225,7220,1257719,35682,0.0284,1571632,35682,1567226,1571632,36040,13.96,3088434,631,0,73561,5100254,30777,2657,0,5841,2,3,8582147,15620376,0.061611,3.735743,0.09,0.14,9625446,68,158,0.000227,211,254,1.0,3881270,815,7,0,0,0,0,0,0,0,0,0,4,0,321966,316595,10,16,7,bsort: n=800 sorted=1 checksum=9facde812add0c98
pv_w8_dep_chain,other,0,,,,4514071,0.002257,11.1,1,4003955,6507171,4003955,0.887,,,,,,,0.887,1.1274,0.886994,5242,501572,197,0.0004,502135,197,501148,502135,184,0.046,6539,449,0,361,4009466,23,2562534,0,820,2,5,11021277,13028416,3.2e-05,1.442501,0.0,0.0,9517146,60,83,0.055518,164,160,1.0,6005870,500019,0,0,0,0,0,0,0,0,0,0,4,0,591,657,10,16,4,dep_chain: n=500000 checksum=cc679c89b22ae8b9
pv_w8_fp_matmul,other,0,,,,1934236,0.000967,11.55,1,3268564,6031055,3268564,1.6898,,,,,,,1.6898,0.5918,1.689848,5108,497994,9724,0.0195,498542,9724,497576,498542,9711,2.971,85093,377,0,10355,3539431,352617,130,0,64756,3,52433,7481561,12243651,0.000131,3.140993,0.5,0.35,5779323,3236684,952,0.000693,168,1022,0.999022,3287868,4626,0,451588,0,0,0,0,0,449280,442369,0,9222,4609,568,19072,896271,446992,9373,fp_matmul: reps=4 checksum=287734899
pv_w8_int_alu,other,0,,,,1002474,0.000501,6.28,1,3703879,3857012,3703879,3.6947,,,,,,,3.6947,0.2707,3.694738,5803,51583,196,0.0038,52186,196,51190,52186,189,0.051,6969,364,0,383,3709637,93763,134547,0,704,2,3,4459359,7729062,0.001662,3.852211,0.0,0.0,7417537,52,90,0.058785,174,168,1.0,3855718,17,0,0,0,0,0,0,0,0,0,0,4,0,584,658,10,16,5,int_alu: n=50000 checksum=da8cf086078afda2
pv_w8_mem_chase,other,0,,,,13955094,0.006978,12.64,1,4349775,7874635,4349775,0.3117,,,,,,,0.3117,3.2082,0.311698,6037,836628,210,0.0003,837270,210,836217,837270,190,0.044,105104,514,0,388,4421596,488448,156,0,4115501,2,0,21622323,15972799,0.03726,0.571663,0.37,0.36,8517368,108,332740,0.402894,185,54785,0.164599,7048984,23,0,0,0,0,0,0,0,0,0,0,4,0,300606,524985,10,16,7,mem_chase: hops=300000 final=168928
pv_w8_mem_stream,other,0,,,,15336955,0.007668,18.34,1,6819943,14163483,6819943,0.4447,,,,,,,0.4447,2.2488,0.444674,6456,1600119,220,0.0001,1600784,220,1599729,1600784,203,0.03,203709,475,0,461,6958149,536622,143,0,7716150,3,10,28430654,28760082,0.013787,0.936624,0.17,0.6,16513060,128,1114219,0.707662,192,196814,1.0,12589225,9,0,0,0,0,0,0,0,0,0,0,4,0,1049217,524975,18,24,11,mem_stream: passes=2 checksum=8dd97a8432780000
smt2_bsort+branchy,smt2,4,tournament,bsort+branchy,default,4480456,0.00224,14.97,2,5581638,10615695,2581636,0.5762,3000002,0.6696,,,,,1.2458,0.8027,1.245775,871,1348234,163472,0.1212,919299,44049,1709293,1729473,163400,29.275,1548377,196,0,237623,2972530,16875,535,0,38481,5,12,31213970,24762779,0.0,2.642668,0.03,0.05,15654416,38,5140,0.004287,225,1354,0.364861,9439988,17201,7,0,0,0,0,0,0,0,0,0,4,0,698870,459587,10,16,12,bsort: n=800 sorted=1 checksum=9facde812add0c98
smt2_bsort+bsort,smt2,4,tournament,bsort+bsort,default,3630023,0.001815,9.88,2,4999981,8743769,2500001,0.6887,2499980,0.6887,,,,,1.3774,0.726,1.377397,2107,1566780,489847,0.3126,1156664,244447,873985,2313406,245144,49.029,1604702,75695,0,236956,3664129,49,80,0,2250,11,149,29499521,21103423,0.0,2.789688,0.03,0.05,12783724,18,236,0.000188,167,304,1.0,7488452,1606,14,0,0,0,0,0,0,0,0,0,0,0,623253,630434,0,0,10,
smt2_dep_chain+dep_chain,smt2,4,tournament,dep_chain+dep_chain,default,5253499,0.002627,15.29,2,5999936,9750276,3000000,0.571,2999936,0.571,,,,,1.1421,0.8756,1.142084,1267,750451,499983,0.6662,625244,249993,250243,1250481,499976,83.33,3000495,179,0,749918,4250467,21,12,0,1284,1,103,39756803,26501672,0.0,2.355693,0.0,0.01,17750445,2,105,0.083004,119,127,1.0,8999490,749654,0,0,0,0,0,0,0,0,0,0,0,0,328,796,0,0,8,
smt2_dep_chain+mem_chase,smt2,4,tournament,dep_chain+mem_chase,default,4877568,0.002439,5.59,2,3001583,4878017,3000000,0.6151,1583,0.0003,,,,,0.6154,1.625,0.615385,1015,375652,126,0.0003,375282,55,375407,375820,104,0.035,1383,123,0,128,3000694,1521951,594,0,1411,3,11,19515914,9759316,0.0,1.000323,0.0,0.0,7130403,4,148,0.114996,117,149,1.0,4501992,374837,0,0,0,0,0,0,0,0,0,0,0,0,348,831,0,0,9,
smt2_fp_matmul+int_alu,smt2,4,tournament,fp_matmul+int_alu,default,1706328,0.000853,7.99,2,4416636,5710951,1416636,0.8302,3000000,1.7582,,,,,2.5884,0.3863,2.588386,1091,238186,4135,0.0174,197374,4069,237977,238346,4116,0.932,29485,123,0,6939,1451340,61470,91072,0,60299,6,0,13718337,11488799,0.0,3.356758,0.11,0.15,8496244,1387915,1006,0.001711,103,1003,1.0,4532867,4614,0,188864,0,0,0,0,0,189613,185005,0,9216,4608,322,19226,373869,189613,3918,
smt2_fp_matmul+mem_chase,smt2,4,tournament,fp_matmul+mem_chase,default,3584687,0.001792,11.14,2,5113741,9403836,3000000,0.8369,2113741,0.5897,,,,,1.4266,0.701,1.426552,999,779770,8860,0.0114,424318,8783,779518,779960,8835,1.728,73622,147,0,17729,3072032,27916,41,0,1208462,2,1507,26352850,18974445,0.0,2.638407,0.12,0.12,9502731,2969327,25228,0.015649,123,23022,0.914116,6530998,4615,0,414948,0,0,0,0,0,411082,406475,0,9216,4608,356,371283,821422,411082,8535,
smt2_int_alu+dep_chain,smt2,4,tournament,int_alu+dep_chain,default,1780529,0.00089,7.65,2,4576383,5684405,3000000,1.6849,1576383,0.8853,,,,,2.5702,0.3891,2.570238,991,238200,127,0.0005,40995,67,237971,238349,111,0.024,1461,111,0,142,3000859,18847,463272,0,1287,0,103,14161078,11372251,0.0,3.193168,0.0,0.0,9746211,2,140,0.11236,98,131,1.0,5486389,196884,0,0,0,0,0,0,0,0,0,0,0,0,325,798,0,0,9,
smt2_int_alu+int_alu,smt2,4,tournament,int_alu+int_alu,default,2086524,0.001043,9.2,2,5999947,6245135,2999947,1.4378,3000000,1.4378,,,,,2.8756,0.3478,2.875571,1229,81809,81241,0.9931,81566,40623,40886,163120,81233,13.539,434135,150,0,54257,3500859,33,162100,0,1171,2,24,17248741,13494278,0.0,3.103934,0.0,0.0,13218868,4,103,0.080658,115,136,1.0,6243993,10,0,0,0,0,0,0,0,0,0,0,0,0,322,800,0,0,10,
smt2_int_alu+mem_chase,smt2,4,tournament,int_alu+mem_chase,default,3125178,0.001563,5.32,2,3001583,3125421,3000000,0.9599,1583,0.0005,,,,,0.9605,1.0412,0.960452,1074,41303,134,0.0032,40992,66,41073,41480,110,0.037,1430,151,0,153,3000843,974436,295,0,1323,4,27,12505861,6254240,0.0,1.00045,0.0,0.0,6006096,4,144,0.111541,112,155,1.0,3124222,11,0,0,0,0,0,0,0,0,0,0,0,0,345,833,0,0,10,
smt2_int_alu+mem_stream,smt2,4,tournament,int_alu+mem_stream,default,3124698,0.001562,3.74,2,3001484,3125199,3000000,0.9601,1484,0.0005,,,,,0.9606,1.0411,0.960568,1083,41319,129,0.0031,40983,63,41074,41492,105,0.035,1411,132,0,156,3000816,974105,415,0,1376,3,0,12505348,6253751,0.0,1.000526,0.0,0.0,6005765,4,150,0.116822,117,156,1.0,3124019,6,0,0,0,0,0,0,0,0,0,0,0,0,341,823,0,0,10,
smt2_mem_chase+int_alu,smt2,4,tournament,mem_chase+int_alu,default,3125852,0.001563,3.72,2,3001583,3125421,1583,0.0005,3000000,0.9597,,,,,0.9602,1.0414,0.960245,1510,41306,130,0.0031,537,72,41061,41488,109,0.036,1435,156,0,148,2428,974667,198,0,1291,4,40,12506068,6254252,0.0,1.00025,0.69,0.13,6006061,4,148,0.114109,122,156,1.0,3124222,11,0,0,0,0,0,0,0,0,0,0,0,0,345,833,0,0,10,
smt2_mem_stream+mem_chase,smt2,4,tournament,mem_stream+mem_chase,default,5460995,0.00273,12.11,2,4253436,7756064,1253436,0.2295,3000000,0.5494,,,,,0.7789,1.2839,0.778876,1597,760694,145,0.0002,256281,67,760422,760902,112,0.026,63225,196,0,577,1282613,175344,45,0,5510074,7,23,29461699,15654569,0.0,1.432454,0.0,0.91,8837169,4,62671,0.083398,135,62707,1.0,7004682,7,0,0,0,0,0,0,0,0,0,0,0,0,386,750977,0,0,12,
smt2btb2_bsort+bsort,smt2,4,tournament,bsort+bsort,btb2,3275739,0.001638,9.06,2,5000000,8743803,2499999,0.7632,2500001,0.7632,,,,,1.5264,0.6551,1.526373,2065,1629756,191253,0.1174,1023863,95627,1799180,2047457,191215,38.243,1528724,265,0,398551,3344266,53,79,0,5109,10,115,26160487,20928214,0.0,3.02492,0.04,0.06,13059869,18,236,0.000188,167,304,1.0,7488483,1606,14,0,0,0,0,0,0,0,0,0,0,0,623256,630434,0,0,10,
smt2btb2_dep_chain+dep_chain,smt2,4,tournament,dep_chain+dep_chain,btb2,3379198,0.00169,8.71,2,5999984,9750355,2999984,0.8878,3000000,0.8878,,,,,1.7756,0.5632,1.775564,1269,750442,164,0.0002,375325,82,750226,750639,158,0.026,1675,87,0,189,3000932,14,1561612,0,1436,1,0,27011276,19504661,0.0,2.885807,0.0,0.0,14252058,0,107,0.085395,116,128,1.0,8999562,749661,0,0,0,0,0,0,0,0,0,0,0,0,328,796,0,0,8,
smt2btb2_int_alu+int_alu,smt2,4,tournament,int_alu+int_alu,btb2,1744319,0.000872,5.65,2,5999980,6245168,3000000,1.7199,2999980,1.7199,,,,,3.4397,0.2907,3.439726,1386,81818,177,0.0022,41059,90,81592,82055,168,0.028,1885,113,0,224,3001263,42795,162099,0,1249,0,0,15582280,12494759,0.0,3.58119,0.0,0.0,12003526,4,102,0.079812,100,136,1.0,6244026,10,0,0,0,0,0,0,0,0,0,0,0,0,322,800,0,0,10,
smt2pol_iqcount_int_alu+mem_chase,smt2,4,tournament,int_alu+mem_chase,pol_iqcount,3125419,0.001563,5.71,2,3001583,3125422,3000000,0.9599,1583,0.0005,,,,,0.9604,1.0413,0.960378,1238,41294,128,0.0031,40954,57,41070,41473,107,0.036,1304,126,0,128,3000697,974492,273,0,1179,0,106,12506116,6253951,0.0,1.000352,0.0,0.0,6005941,4,141,0.109557,114,155,1.0,3124223,11,0,0,0,0,0,0,0,0,0,0,0,0,345,833,0,0,10,
smt4_int_alu+dep_chain+mem_chase+branchy,smt4,4,tournament,int_alu+dep_chain+mem_chase+branchy,default,3406731,0.001703,14.99,4,7483677,11205032,3000000,0.8806,1704080,0.5002,1569220,0.4606,1210377,0.3553,2.1967,0.4552,2.196733,948,725180,45592,0.0629,40913,61,757499,774788,45541,6.085,172892,161,0,45854,3000463,2593,372,20,472899,1,90,38269153,22821950,0.0,3.320691,0.0,0.0,16515051,4,23546,0.049876,204,17651,0.748082,10504947,229239,0,0,0,0,0,0,0,0,0,0,0,0,143647,327179,0,0,20,
ss_w1_branchy,sweep,1,tournament,branchy,,10374131,0.005187,11.53,1,3892612,7918953,3892612,0.3752,,,,,,,0.3752,2.6651,0.375223,7202,673457,155436,0.2308,841721,155436,824630,841721,155387,39.918,462682,66,0,64055,4422365,20,0,0,43388,0,0,10366839,17225983,0.0,0.796487,0.04,0.03,10668069,28,2483,0.003672,117,1198,0.467057,7226525,16404,0,0,0,0,0,0,0,0,0,0,4,0,493767,182220,10,16,7,branchy: passes=20 checksum=0000a07e9043b778 hist=165100
ss_w1_bsort,sweep,1,tournament,bsort,,5037165,0.002519,6.34,1,2581636,4520690,2581636,0.5125,,,,,,,0.5125,1.9512,0.512518,9380,692673,35219,0.0508,874446,35219,871314,874446,35150,13.615,160615,85,0,104,2863157,11,1,0,2390,0,0,5027643,9523256,0.0,0.91836,0.07,0.1,5593898,30,131,0.000205,147,242,1.0,3881270,815,7,0,0,0,0,0,0,0,0,0,4,0,321966,316595,10,16,7,bsort: n=800 sorted=1 checksum=9facde812add0c98
ss_w1_dep_chain,sweep,1,tournament,dep_chain,,8021884,0.004011,7.84,1,4003955,6507171,4003955,0.4991,,,,,,,0.4991,2.0035,0.499129,7331,500821,216,0.0004,501081,216,500541,501081,172,0.043,730,59,0,71,4005170,6,0,0,696,0,0,8014458,13016568,0.0,0.811248,0.0,0.0,9509785,28,73,0.054154,112,151,1.0,6005870,500019,0,0,0,0,0,0,0,0,0,0,4,0,591,657,10,16,4,dep_chain: n=500000 checksum=cc679c89b22ae8b9
ss_w1_fp_matmul,sweep,1,tournament,fp_matmul,,6295875,0.003148,8.98,1,3268564,6031055,3268564,0.5192,,,,,,,0.5192,1.9262,0.51916,6848,468657,9742,0.0208,468932,9742,468392,468932,9699,2.967,66237,59,0,9504,3355648,6,0,0,57164,0,0,6288934,12260855,0.0,0.963992,0.24,0.17,5710793,3232705,935,0.000677,112,1014,0.999015,3287868,4626,0,451588,0,0,0,0,0,449280,442369,0,9222,4609,568,19072,896271,446992,9373,fp_matmul: reps=4 checksum=287734899
